# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=2.08685e-07 to 53.857 h/Mpc,
# number of wavenumbers equal to 6836
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_ncdm[1]              8:d_ncdm[2]              9:d_m                   10:d_tot                 11:phi                   12:psi                
       1.891446087809e-01       1.299222753890e-02      -1.834944935257e+04      -1.843371850169e+04       1.323185698639e-02      -2.335162569576e+01      -5.144823196914e+02      -4.104199432946e+03      -1.829080568234e+04      -1.828689750256e+04       2.654243472822e-02       2.654243459776e-02 
       1.901128326639e-01       1.292026915823e-02      -1.843579483104e+04      -1.851930992798e+04       1.315856726178e-02      -2.323505505071e+01      -5.127350139948e+02      -4.101203262196e+03      -1.837582142244e+04      -1.837189508269e+04       2.639488366622e-02       2.639488353779e-02 
       1.910810568229e-01       1.284776299028e-02      -1.852012578069e+04      -1.860298086462e+04       1.308471966883e-02      -2.311875983652e+01      -5.109483890920e+02      -4.097756026496e+03      -1.845891534819e+04      -1.845497125909e+04       2.624622001949e-02       2.624621989307e-02 
       1.920492812535e-01       1.277459849499e-02      -1.860223392833e+04      -1.868453060526e+04       1.301020162574e-02      -2.299828403661e+01      -5.091174898048e+02      -4.093819676293e+03      -1.853988699625e+04      -1.853592561123e+04       2.609621769474e-02       2.609621757031e-02 
       1.930175059516e-01       1.270068305835e-02      -1.868193156394e+04      -1.876377798685e+04       1.293491880797e-02      -2.287808059784e+01      -5.072354659347e+02      -4.089360706404e+03      -1.861855546690e+04      -1.861457727805e+04       2.594468724669e-02       2.594468712423e-02 
       1.939857309131e-01       1.262594206214e-02      -1.875905305985e+04      -1.884056286111e+04       1.285879522069e-02      -2.275506149025e+01      -5.052994518323e+02      -4.084352181172e+03      -1.869476091000e+04      -1.869076644356e+04       2.579147621607e-02       2.579147609554e-02 
       1.949539561340e-01       1.255031881582e-02      -1.883345615079e+04      -1.891474733736e+04       1.278177313045e-02      -2.263136569080e+01      -5.033112063629e+02      -4.078775375675e+03      -1.876836578027e+04      -1.876435559187e+04       2.563646910543e-02       2.563646898681e-02 
       1.959221816105e-01       1.247377458990e-02      -1.890502299562e+04      -1.898621681786e+04       1.270381309532e-02      -2.250674912105e+01      -5.012697189453e+02      -4.072619043858e+03      -1.883925583306e+04      -1.883523050274e+04       2.547958697829e-02       2.547958686156e-02 
       1.968904073387e-01       1.239628835501e-02      -1.897366098389e+04      -1.905488078867e+04       1.262489369771e-02      -2.237691640936e+01      -4.991683675056e+02      -4.065876545056e+03      -1.890734088968e+04      -1.890330101675e+04       2.532078674638e-02       2.532078663152e-02 
       1.978586333149e-01       1.231785604306e-02      -1.903930330553e+04      -1.912067338457e+04       1.254501079671e-02      -2.224642777297e+01      -4.970074023950e+02      -4.058543354769e+03      -1.897255544553e+04      -1.896850164328e+04       2.516006026403e-02       2.516006015102e-02 
       1.988268595355e-01       1.223848999681e-02      -1.910190927099e+04      -1.918355371501e+04       1.246417696646e-02      -2.211479882960e+01      -4.947945231093e+02      -4.050617303071e+03      -1.903485898661e+04      -1.903079187700e+04       2.499743306672e-02       2.499743295552e-02 
       1.997950859968e-01       1.215821846082e-02      -1.916146437324e+04      -1.924350594272e+04       1.238242097319e-02      -2.198235124583e+01      -4.925282801018e+02      -4.042101378699e+03      -1.909423601550e+04      -1.909015622378e+04       2.483296278051e-02       2.483296267111e-02 
       2.007633126954e-01       1.207708456283e-02      -1.921798012689e+04      -1.930053914931e+04       1.229978674091e-02      -2.184583733304e+01      -4.902030332534e+02      -4.033006602991e+03      -1.915069593983e+04      -1.914660408926e+04       2.466673742257e-02       2.466673731496e-02 
       2.017315396278e-01       1.199514503184e-02      -1.927149364623e+04      -1.935468694982e+04       1.221633205171e-02      -2.170841236385e+01      -4.878256943645e+02      -4.023352428380e+03      -1.920427275538e+04      -1.920016946195e+04       2.449887351520e-02       2.449887340935e-02 
       2.026997667906e-01       1.191246950394e-02      -1.932206700377e+04      -1.940600689705e+04       1.213212783223e-02      -2.156906320270e+01      -4.854037855109e+02      -4.013164230356e+03      -1.925502438715e+04      -1.925091025447e+04       2.432951385473e-02       2.432951375061e-02 
       2.036679941805e-01       1.182913953043e-02      -1.936978637341e+04      -1.945457967925e+04       1.204725714081e-02      -2.142955778207e+01      -4.829375915360e+02      -4.002469709851e+03      -1.930303184703e+04      -1.929890746139e+04       2.415882515859e-02       2.415882505619e-02 
       2.046362217944e-01       1.174524720950e-02      -1.941476093294e+04      -1.950050808546e+04       1.196181377672e-02      -2.128732627967e+01      -4.804289566314e+02      -3.991296654627e+03      -1.934839821842e+04      -1.934426414409e+04       2.398699561338e-02       2.398699551268e-02 
       2.056044496290e-01       1.166089395774e-02      -1.945712159565e+04      -1.954391580715e+04       1.187590102848e-02      -2.114523029934e+01      -4.778770151998e+02      -3.979673326063e+03      -1.939124744779e+04      -1.938710422257e+04       2.381423230821e-02       2.381423220918e-02 
       2.065726776811e-01       1.157618895974e-02      -1.949701955292e+04      -1.958494605779e+04       1.178963009964e-02      -2.100123463035e+01      -4.752925443244e+02      -3.967630833238e+03      -1.943172301902e+04      -1.942757115003e+04       2.364075865532e-02       2.364075855795e-02 
       2.075409059478e-01       1.149124793361e-02      -1.953462463610e+04      -1.962376001733e+04       1.170311884967e-02      -2.085697277475e+01      -4.726916702185e+02      -3.955205668977e+03      -1.946998638763e+04      -1.946582634750e+04       2.346681165298e-02       2.346681155723e-02 
       2.085091344261e-01       1.140619233305e-02      -1.957012354054e+04      -1.966053514403e+04       1.161649097130e-02      -2.071346939005e+01      -4.700626572146e+02      -3.942440708542e+03      -1.950621516716e+04      -1.950204739056e+04       2.329263899410e-02       2.329263889993e-02 
       2.094773631129e-01       1.132114723523e-02      -1.960371791367e+04      -1.969546335445e+04       1.152987385330e-02      -2.056751825809e+01      -4.674081146052e+02      -3.929384060437e+03      -1.954060146251e+04      -1.953642634308e+04       2.311849649990e-02       2.311849640732e-02 
       2.104455920054e-01       1.123624004420e-02      -1.963562233738e+04      -1.972874910090e+04       1.144339725962e-02      -2.042309820810e+01      -4.647493867456e+02      -3.916086410321e+03      -1.957334996250e+04      -1.956916785015e+04       2.294464540598e-02       2.294464531495e-02 
       2.114138211008e-01       1.115159999217e-02      -1.966606221491e+04      -1.976060735575e+04       1.135719280608e-02      -2.027817580880e+01      -4.620824876194e+02      -3.902598169029e+03      -1.960467573940e+04      -1.960048693806e+04       2.277134945171e-02       2.277134936221e-02 
       2.123820503963e-01       1.106735614335e-02      -1.969527158361e+04      -1.979126152294e+04       1.127139194042e-02      -2.013354878149e+01      -4.594138382255e+02      -3.888967614891e+03      -1.963480229606e+04      -1.963060706193e+04       2.259887241009e-02       2.259887232208e-02 
       2.133502798891e-01       1.098363632131e-02      -1.972349088437e+04      -1.982094130664e+04       1.118612484670e-02      -1.999062450235e+01      -4.567527790936e+02      -3.875240545510e+03      -1.966395940481e+04      -1.965975794499e+04       2.242747551269e-02       2.242747542614e-02 
       2.143185095766e-01       1.090056610083e-02      -1.975096470980e+04      -1.984988055814e+04       1.110151941520e-02      -1.984872298989e+01      -4.540985170658e+02      -3.861461170006e+03      -1.969238090775e+04      -1.968817337936e+04       2.225741497041e-02       2.225741488531e-02 
       2.152867394562e-01       1.081826729188e-02      -1.977793951978e+04      -1.987831508865e+04       1.101769970533e-02      -1.970652979183e+01      -4.514606548238e+02      -3.847673469247e+03      -1.972030261498e+04      -1.971608912477e+04       2.208893973879e-02       2.208893965510e-02 
       2.162549695252e-01       1.073685714204e-02      -1.980466139614e+04      -1.990648051906e+04       1.093478512859e-02      -1.956710036922e+01      -4.488433190183e+02      -3.833922210224e+03      -1.974796010303e+04      -1.974374070743e+04       2.192228929548e-02       2.192228921318e-02 
       2.172231997811e-01       1.065644725392e-02      -1.983137383732e+04      -1.993461016661e+04       1.085288934791e-02      -1.942987419042e+01      -4.462520364318e+02      -3.820253085793e+03      -1.977558662518e+04      -1.977136133076e+04       2.175769166365e-02       2.175769158270e-02 
       2.181914302214e-01       1.057714272056e-02      -1.985831557940e+04      -1.996293295379e+04       1.077211939611e-02      -1.929277754175e+01      -4.436915859419e+02      -3.806711899822e+03      -1.980341101339e+04      -1.979917977784e+04       2.159536153699e-02       2.159536145737e-02 
       2.191596608436e-01       1.049904133899e-02      -1.988571853297e+04      -1.999167142880e+04       1.069257487482e-02      -1.915776812223e+01      -4.411646420953e+02      -3.793343125284e+03      -1.983165569477e+04      -1.982741842826e+04       2.143549863426e-02       2.143549855594e-02 
       2.201278916454e-01       1.042223281896e-02      -1.991380576272e+04      -2.002103982296e+04       1.061434714945e-02      -1.902668413700e+01      -4.386769290982e+02      -3.780188317141e+03      -1.986053476342e+04      -1.985629133037e+04       2.127828620769e-02       2.127828613063e-02 
       2.210961226244e-01       1.034679824598e-02      -1.994278962712e+04      -2.005124226247e+04       1.053751880096e-02      -1.889689794206e+01      -4.362338745283e+02      -3.767284858280e+03      -1.989025217510e+04      -1.988600239635e+04       2.112388976858e-02       2.112388969276e-02 
       2.220643537783e-01       1.027280954906e-02      -1.997287000882e+04      -2.008247106456e+04       1.046216308373e-02      -1.876895761002e+01      -4.338383861274e+02      -3.754665289757e+03      -1.992100004077e+04      -1.991674369613e+04       2.097245599294e-02       2.097245591834e-02 
       2.230325851048e-01       1.020032907176e-02      -2.000423269504e+04      -2.011490517587e+04       1.038834348865e-02      -1.864490594993e+01      -4.314897362146e+02      -3.742357281874e+03      -1.995295706276e+04      -1.994869389383e+04       2.082411184289e-02       2.082411176947e-02 
       2.240008166016e-01       1.012940913009e-02      -2.003704790685e+04      -2.014870875314e+04       1.031611329502e-02      -1.852188103733e+01      -4.291915573950e+02      -3.730384138941e+03      -1.998628714645e+04      -1.998201685984e+04       2.067896392573e-02       2.067896385346e-02 
       2.249690482665e-01       1.006009178744e-02      -2.007146900705e+04      -2.018402991403e+04       1.024551534138e-02      -1.840260545967e+01      -4.269508549180e+02      -3.718765659664e+03      -2.002113816033e+04      -2.001686043105e+04       2.053709804910e-02       2.053709797797e-02 
       2.259372800974e-01       9.992408876766e-03      -2.010763134810e+04      -2.022099962005e+04       1.017658204519e-02      -1.828675545557e+01      -4.247679933491e+02      -3.707519093767e+03      -2.005764078204e+04      -2.005335525718e+04       2.039857889775e-02       2.039857882770e-02 
       2.269055120922e-01       9.926381903381e-03      -2.014565134159e+04      -2.025973077306e+04       1.010933530526e-02      -1.817332118898e+01      -4.226395140352e+02      -3.696659841951e+03      -2.009590761235e+04      -2.009161391493e+04       2.026345000826e-02       2.026344993928e-02 
       2.278737442487e-01       9.862021951494e-03      -2.018562568189e+04      -2.030031745705e+04       1.004378640929e-02      -1.806256563290e+01      -4.205689183078e+02      -3.686201443948e+03      -2.013603246221e+04      -2.013173019523e+04       2.013173392956e-02       2.013173386162e-02 
       2.288419765648e-01       9.799329991943e-03      -2.022763077612e+04      -2.034283437822e+04       9.979936344646e-03      -1.795419069732e+01      -4.185592715448e+02      -3.676154622241e+03      -2.017808976314e+04      -2.017377851368e+04       2.000343250898e-02       2.000343244207e-02 
       2.298102090387e-01       9.738297202234e-03      -2.027172236666e+04      -2.038733648897e+04       9.917776122764e-03      -1.784925694477e+01      -4.166076686239e+02      -3.666525739714e+03      -2.022213416885e+04      -2.021781351232e+04       1.987852736296e-02       1.987852729704e-02 
       2.307784416682e-01       9.678905129287e-03      -2.031793534059e+04      -2.043385879090e+04       9.857286947833e-03      -1.774792315215e+01      -4.147164647620e+02      -3.657315700449e+03      -2.026820039811e+04      -2.026386990250e+04       1.975698057024e-02       1.975698050528e-02 
       2.317466744515e-01       9.621126211182e-03      -2.036628373399e+04      -2.048241632392e+04       9.798440745891e-03      -1.764929541376e+01      -4.128846953271e+02      -3.648520310722e+03      -2.031630319495e+04      -2.031196242513e+04       1.963873545441e-02       1.963873539038e-02 
       2.327149073865e-01       9.564924287017e-03      -2.041676092008e+04      -2.053300433220e+04       9.741200683247e-03      -1.755156389505e+01      -4.111018221811e+02      -3.640132024446e+03      -2.036643747931e+04      -2.036208600118e+04       1.952371752011e-02       1.952371745701e-02 
       2.336831404715e-01       9.510254728315e-03      -2.046933999580e+04      -2.058559862058e+04       9.685521307860e-03      -1.745834920607e+01      -4.093750132704e+02      -3.632141614932e+03      -2.041857881857e+04      -2.041421620331e+04       1.941183565762e-02       1.941183559542e-02 
       2.346513737045e-01       9.457065334546e-03      -2.052397432462e+04      -2.064015606031e+04       9.631349455699e-03      -1.736862322127e+01      -4.077126865572e+02      -3.624538145530e+03      -2.047268386623e+04      -2.046830969424e+04       1.930298326588e-02       1.930298320454e-02 
       2.356196070837e-01       9.405297340948e-03      -2.058059827258e+04      -2.069661528134e+04       9.578625270336e-03      -1.727915094824e+01      -4.060959990635e+02      -3.617307234701e+03      -2.052869094308e+04      -2.052430480796e+04       1.919703946212e-02       1.919703940163e-02 
       2.365878406073e-01       9.354885459021e-03      -2.063912807865e+04      -2.075489749292e+04       9.527282255858e-03      -1.719262731830e+01      -4.045217797624e+02      -3.610429458469e+03      -2.058652102157e+04      -2.058212253381e+04       1.909387061378e-02       1.909387055413e-02 
       2.375560742736e-01       9.305758706698e-03      -2.069946290289e+04      -2.081490747622e+04       9.477248120486e-03      -1.711004872585e+01      -4.030005524052e+02      -3.603880733454e+03      -2.064607870819e+04      -2.064166749864e+04       1.899333180099e-02       1.899333174214e-02 
       2.385243080809e-01       9.257841615464e-03      -2.076148598469e+04      -2.087653468240e+04       9.428445997246e-03      -1.702686246255e+01      -4.015199737290e+02      -3.597634491841e+03      -2.070725320885e+04      -2.070282893206e+04       1.889526819887e-02       1.889526814081e-02 
       2.394925420273e-01       9.211054469377e-03      -2.082506594654e+04      -2.093965447155e+04       9.380794697119e-03      -1.694677975452e+01      -4.000771632194e+02      -3.591663761841e+03      -2.076991970694e+04      -2.076548204411e+04       1.879951677175e-02       1.879951671446e-02 
       2.404607761112e-01       9.165314209108e-03      -2.089005820063e+04      -2.100412945094e+04       9.334209627479e-03      -1.686856007809e+01      -3.986748083172e+02      -3.585941730304e+03      -2.083394068032e+04      -2.082948934204e+04       1.870590783586e-02       1.870590777933e-02 
       2.414290103310e-01       9.120535438861e-03      -2.095630645192e+04      -2.106981090676e+04       9.288603813404e-03      -1.679183877383e+01      -3.973035006609e+02      -3.580441174036e+03      -2.089916726791e+04      -2.089470199658e+04       1.861426659505e-02       1.861426653927e-02 
       2.423972446850e-01       9.076630930631e-03      -2.102364428519e+04      -2.113654031746e+04       9.243888416332e-03      -1.671683240670e+01      -3.959624422304e+02      -3.575133957263e+03      -2.096544085911e+04      -2.096096143101e+04       1.852441480305e-02       1.852441474800e-02 
       2.433654791716e-01       9.033512569675e-03      -2.109189681438e+04      -2.120415092785e+04       9.199973693766e-03      -1.664343342920e+01      -3.946477776127e+02      -3.569990945944e+03      -2.103259462226e+04      -2.102810084932e+04       1.843617229560e-02       1.843617224126e-02 
       2.443337137893e-01       8.991092090732e-03      -2.116088238768e+04      -2.127246937806e+04       9.156769749457e-03      -1.657149857832e+01      -3.933533780639e+02      -3.564981815125e+03      -2.110045513510e+04      -2.109594686631e+04       1.834935854018e-02       1.834935848654e-02 
       2.453019485364e-01       8.949281731276e-03      -2.123041431487e+04      -2.134131735456e+04       9.114187200164e-03      -1.650016520634e+01      -3.920776872677e+02      -3.560074695637e+03      -2.116884405911e+04      -2.116432118155e+04       1.826379415122e-02       1.826379409826e-02 
       2.462701834115e-01       8.907995024332e-03      -2.130030262366e+04      -2.141051327056e+04       9.072137981568e-03      -1.642923019707e+01      -3.908170818014e+02      -3.555236557273e+03      -2.123757979554e+04      -2.123304223511e+04       1.817930231845e-02       1.817930226616e-02 
       2.472384184131e-01       8.867147410112e-03      -2.137035580853e+04      -2.147987394038e+04       9.030535972334e-03      -1.635886838007e+01      -3.895692845038e+02      -3.550434834354e+03      -2.130647917674e+04      -2.130192689845e+04       1.809571019772e-02       1.809571014609e-02 
       2.482066535396e-01       8.826656905832e-03      -2.144038256663e+04      -2.154921624246e+04       8.989297675678e-03      -1.628998834007e+01      -3.883296064370e+02      -3.545639171747e+03      -2.137535911947e+04      -2.137079212747e+04       1.801285020366e-02       1.801285015269e-02 
       2.491748887896e-01       8.786444685753e-03      -2.151019350556e+04      -2.161835875677e+04       8.948342810405e-03      -1.622239572025e+01      -3.870927181073e+02      -3.540821464046e+03      -2.144403826618e+04      -2.143945660335e+04       1.793056123026e-02       1.793056117992e-02 
       2.501431241617e-01       8.746435609165e-03      -2.157960280335e+04      -2.168712335759e+04       8.907594849027e-03      -1.615277947134e+01      -3.858571915451e+02      -3.535953955712e+03      -2.151233858492e+04      -2.150774233219e+04       1.784868977827e-02       1.784868972857e-02 
       2.511113596545e-01       8.706558767045e-03      -2.164842980958e+04      -2.175533675090e+04       8.866981573636e-03      -1.608389347126e+01      -3.846219820082e+02      -3.531007482965e+03      -2.158008689129e+04      -2.157547616659e+04       1.776709096333e-02       1.776709091425e-02 
       2.520795952665e-01       8.666747974926e-03      -2.171650057474e+04      -2.182283194418e+04       8.826435577006e-03      -1.601699589409e+01      -3.833824898419e+02      -3.525952165096e+03      -2.164711629844e+04      -2.164249125536e+04       1.768562941571e-02       1.768562936724e-02 
       2.530478309964e-01       8.626942099657e-03      -2.178364929101e+04      -2.188944963225e+04       8.785894596582e-03      -1.594766523704e+01      -3.821334372764e+02      -3.520760485799e+03      -2.171326761954e+04      -2.170862844566e+04       1.760418009640e-02       1.760418004853e-02 
       2.540160668429e-01       8.587085278444e-03      -2.184971963996e+04      -2.195503949490e+04       8.745301739774e-03      -1.587931279889e+01      -3.808752501561e+02      -3.515410238414e+03      -2.177839070616e+04      -2.177373762117e+04       1.752262902029e-02       1.752262897303e-02 
       2.549843028045e-01       8.547127326526e-03      -2.191456602920e+04      -2.201946138900e+04       8.704605896810e-03      -1.581019934585e+01      -3.796072079919e+02      -3.509884816633e+03      -2.184234560466e+04      -2.183767885813e+04       1.744087379663e-02       1.744087374995e-02 
       2.559525388801e-01       8.507024012932e-03      -2.197805471818e+04      -2.208258643533e+04       8.663762020578e-03      -1.574186491307e+01      -3.783233195544e+02      -3.504170698602e+03      -2.190500362159e+04      -2.190032349059e+04       1.735882406816e-02       1.735882402207e-02 
       2.569207750682e-01       8.466737129249e-03      -2.204006481025e+04      -2.214429797747e+04       8.622731198345e-03      -1.567216083561e+01      -3.770235330512e+02      -3.498254300725e+03      -2.196624830728e+04      -2.196155509377e+04       1.727640186120e-02       1.727640181569e-02 
       2.578890113678e-01       8.426234621289e-03      -2.210048912611e+04      -2.220449242850e+04       8.581480785428e-03      -1.560210375024e+01      -3.757121773916e+02      -3.492120676032e+03      -2.202597629402e+04      -2.202127032203e+04       1.719354180127e-02       1.719354175632e-02 
       2.588572477773e-01       8.385490810936e-03      -2.215923492706e+04      -2.226307997338e+04       8.539984627842e-03      -1.553172297962e+01      -3.743806912832e+02      -3.485754866100e+03      -2.208409793281e+04      -2.207937954553e+04       1.711019115790e-02       1.711019111352e-02 
       2.598254842958e-01       8.344486160906e-03      -2.221622449241e+04      -2.231998513190e+04       8.498222826838e-03      -1.546070183854e+01      -3.730227893450e+02      -3.479144737823e+03      -2.214053792180e+04      -2.213580747852e+04       1.702630987580e-02       1.702630983199e-02 
       2.607937209219e-01       8.303207046262e-03      -2.227139558404e+04      -2.237514721550e+04       8.456181509522e-03      -1.538855171651e+01      -3.716512550015e+02      -3.472283318784e+03      -2.219523583259e+04      -2.219049370549e+04       1.694187052134e-02       1.694187047808e-02 
       2.617619576544e-01       8.261646008970e-03      -2.232470172574e+04      -2.242852060444e+04       8.413853081229e-03      -1.531551713909e+01      -3.702666191721e+02      -3.465169257469e+03      -2.224814626905e+04      -2.224339284002e+04       1.685685794790e-02       1.685685790519e-02 
       2.627301944922e-01       8.219801604676e-03      -2.237611236274e+04      -2.248007491198e+04       8.371236069298e-03      -1.524271973034e+01      -3.688543380092e+02      -3.457805393568e+03      -2.229923901396e+04      -2.229447467135e+04       1.677126896162e-02       1.677126891945e-02 
       2.636984314341e-01       8.177677821219e-03      -2.242561286823e+04      -2.252979500127e+04       8.328334537776e-03      -1.516971620943e+01      -3.674209651533e+02      -3.450196476891e+03      -2.234849917161e+04      -2.234372430694e+04       1.668511199385e-02       1.668511195221e-02 
       2.646666684790e-01       8.135284102871e-03      -2.247320441170e+04      -2.257768086997e+04       8.285158107107e-03      -1.509463976047e+01      -3.659742113595e+02      -3.442347338805e+03      -2.239592696891e+04      -2.239114197366e+04       1.659840653016e-02       1.659840648906e-02 
       2.656349056257e-01       8.092635215888e-03      -2.251890369032e+04      -2.262374740353e+04       8.241721814306e-03      -1.501988982986e+01      -3.645055058327e+02      -3.434262329604e+03      -2.244153744301e+04      -2.243674270544e+04       1.651118247597e-02       1.651118243540e-02 
       2.666031428731e-01       8.049750591143e-03      -2.256274251185e+04      -2.266802398522e+04       8.198045449511e-03      -1.494606227864e+01      -3.630186202750e+02      -3.425946048217e+03      -2.248536015704e+04      -2.248055605909e+04       1.642347956616e-02       1.642347952610e-02 
       2.675713802201e-01       8.006654106777e-03      -2.260476727247e+04      -2.271055400612e+04       8.154153332186e-03      -1.486875088560e+01      -3.615188330386e+02      -3.417404780228e+03      -2.252743867079e+04      -2.252262558512e+04       1.633534661828e-02       1.633534657874e-02 
       2.685396176657e-01       7.963373774072e-03      -2.264503829947e+04      -2.275139424448e+04       8.110073989880e-03      -1.479336972421e+01      -3.600017182516e+02      -3.408647841817e+03      -2.256782989114e+04      -2.256300817821e+04       1.624684072774e-02       1.624684068872e-02 
       2.695078552087e-01       7.919941175194e-03      -2.268362909070e+04      -2.279061414591e+04       8.065839588522e-03      -1.471663266658e+01      -3.584704849966e+02      -3.399688228211e+03      -2.260660340733e+04      -2.260177341277e+04       1.615802648323e-02       1.615802644471e-02 
       2.704760928482e-01       7.876391119699e-03      -2.272062543768e+04      -2.282829499123e+04       8.021485581066e-03      -1.463990934973e+01      -3.569276072791e+02      -3.390542362124e+03      -2.264384063449e+04      -2.263900268651e+04       1.606897507652e-02       1.606897503850e-02 
       2.714443305831e-01       7.832761240339e-03      -2.275612447004e+04      -2.286452898865e+04       7.977050295234e-03      -1.456307460676e+01      -3.553732419468e+02      -3.381229137865e+03      -2.267963389218e+04      -2.267478829927e+04       1.597976340168e-02       1.597976336416e-02 
       2.724125684124e-01       7.789091486981e-03      -2.279023361639e+04      -2.289941828512e+04       7.932574419188e-03      -1.448571511930e+01      -3.538116417032e+02      -3.371768679587e+03      -2.271408543637e+04      -2.270923248519e+04       1.589047315758e-02       1.589047312054e-02 
       2.733808063350e-01       7.745423747908e-03      -2.282306947689e+04      -2.293307389196e+04       7.888100614369e-03      -1.440816846010e+01      -3.522440132427e+02      -3.362181250100e+03      -2.274730635505e+04      -2.274244630849e+04       1.580118989152e-02       1.580118985496e-02 
       2.743490443500e-01       7.701801366896e-03      -2.285475664888e+04      -2.296561456494e+04       7.843673024163e-03      -1.433160461765e+01      -3.506705706351e+02      -3.352486605221e+03      -2.277941545419e+04      -2.277454854980e+04       1.571200207495e-02       1.571200203887e-02 
       2.753172824565e-01       7.658268660244e-03      -2.288542650711e+04      -2.299716564040e+04       7.799336782603e-03      -1.425469347224e+01      -3.490940066243e+02      -3.342703867302e+03      -2.281053810480e+04      -2.280566455331e+04       1.562300018998e-02       1.562300015436e-02 
       2.762855206533e-01       7.614870472962e-03      -2.291521591415e+04      -2.302785780232e+04       7.755137562155e-03      -1.417755329729e+01      -3.475174205397e+02      -3.332851799880e+03      -2.284080500653e+04      -2.283592499075e+04       1.553427579640e-02       1.553427576124e-02 
       2.772537589397e-01       7.571651783020e-03      -2.294426606015e+04      -2.305782597832e+04       7.711121170684e-03      -1.410103314010e+01      -3.459439877455e+02      -3.322949294237e+03      -2.287035108350e+04      -2.286546475743e+04       1.544592072635e-02       1.544592069165e-02 
       2.782219973146e-01       7.528657157476e-03      -2.297272071642e+04      -2.308720765127e+04       7.667332997086e-03      -1.402484604498e+01      -3.443740610521e+02      -3.313015735337e+03      -2.289931378924e+04      -2.289442127750e+04       1.535802591583e-02       1.535802588159e-02 
       2.791902357772e-01       7.485930515584e-03      -2.300072556312e+04      -2.311614224042e+04       7.623817770722e-03      -1.394819834925e+01      -3.428084829527e+02      -3.303071310242e+03      -2.292783249830e+04      -2.292293389574e+04       1.527068100842e-02       1.527068097463e-02 
       2.801584743265e-01       7.443514576765e-03      -2.302842648930e+04      -2.314476945713e+04       7.580618999816e-03      -1.387305413172e+01      -3.412520380794e+02      -3.293136861879e+03      -2.295604688095e+04      -2.295114225257e+04       1.518397330312e-02       1.518397326976e-02 
       2.811267129616e-01       7.401450589434e-03      -2.305596836738e+04      -2.317322813210e+04       7.537778693861e-03      -1.380007686454e+01      -3.397069402570e+02      -3.283233495426e+03      -2.298409570267e+04      -2.297918508382e+04       1.509798702509e-02       1.509798699215e-02 
       2.820949516817e-01       7.359778032763e-03      -2.308349389023e+04      -2.320165510210e+04       7.495337059575e-03      -1.372361872071e+01      -3.381717387711e+02      -3.273381950224e+03      -2.301211570231e+04      -2.300719909914e+04       1.501280267853e-02       1.501280264601e-02 
       2.830631904858e-01       7.318534176811e-03      -2.311114228082e+04      -2.323018396837e+04       7.453332054738e-03      -1.365104294500e+01      -3.366483012037e+02      -3.263601870955e+03      -2.304024038913e+04      -2.303531777926e+04       1.492849637460e-02       1.492849634250e-02 
       2.840314293732e-01       7.277753850130e-03      -2.313904822052e+04      -2.325894406909e+04       7.411799151026e-03      -1.357861233614e+01      -3.351445862075e+02      -3.253911265850e+03      -2.306859900936e+04      -2.306367034279e+04       1.484513929716e-02       1.484513926547e-02 
       2.849996683429e-01       7.237469278937e-03      -2.316734068708e+04      -2.328805935964e+04       7.370771168068e-03      -1.350656783951e+01      -3.336594317262e+02      -3.244326349792e+03      -2.309731538034e+04      -2.309238058062e+04       1.476279710716e-02       1.476279707587e-02 
       2.859679073941e-01       7.197709832443e-03      -2.319614199511e+04      -2.331764749059e+04       7.330278014993e-03      -1.343606446635e+01      -3.321860468939e+02      -3.234861884095e+03      -2.312650698230e+04      -2.312156594788e+04       1.468152953640e-02       1.468152950550e-02 
       2.869361465260e-01       7.158501650098e-03      -2.322556682953e+04      -2.334781887549e+04       7.290346314069e-03      -1.336623485299e+01      -3.307315805154e+02      -3.225531711865e+03      -2.315628410217e+04      -2.315133670794e+04       1.460139003247e-02       1.460139000197e-02 
       2.879043857378e-01       7.119867596263e-03      -2.325572136296e+04      -2.337867583864e+04       7.250999352390e-03      -1.329730962544e+01      -3.293062105282e+02      -3.216348943595e+03      -2.318674894467e+04      -2.318179504369e+04       1.452242539945e-02       1.452242536933e-02 
       2.888726250287e-01       7.081827341751e-03      -2.328670254592e+04      -2.341031193037e+04       7.212257161443e-03      -1.322933678361e+01      -3.279020484895e+02      -3.207325389085e+03      -2.321799486641e+04      -2.321303429178e+04       1.444467553173e-02       1.444467550197e-02 
       2.898408643978e-01       7.044397047294e-03      -2.331859738585e+04      -2.344281122806e+04       7.174136198624e-03      -1.316296395123e+01      -3.265144525533e+02      -3.198470476444e+03      -2.325010575635e+04      -2.324513832325e+04       1.436817325113e-02       1.436817322174e-02 
